Userid,User_os,90days_purchase_time,90days_per_purchase_price,90days_purchase_amount,90days_coupon_time,90days_coupon_ratio,Last_purchase_day,group,is_add
6168,Android,7,140,980,6,0.857142857,48,对照组,1
6169,Android,2,124,248,1,0.5,69,对照组,0
6170,Android,10,125,1250,6,0.6,78,对照组,0
6171,iOS,2,92,184,2,1.0,34,对照组,0
6172,iOS,3,120,360,2,0.666666667,47,对照组,0
6173,Android,2,179,358,1,0.5,53,对照组,0
6174,iOS,3,120,360,1,0.333333333,28,对照组,0
6175,iOS,4,157,628,3,0.75,55,对照组,0
6176,iOS,4,73,292,3,0.75,59,对照组,0
6177,Android,2,143,286,2,1.0,2,对照组,1
6178,iOS,1,131,131,0,0.0,74,对照组,0
6179,iOS,16,92,1472,9,0.5625,35,对照组,0
6180,iOS,2,169,338,0,0.0,9,对照组,0
6181,Android,4,293,1172,4,1.0,73,对照组,0
6182,iOS,1,201,201,0,0.0,25,对照组,0
6183,iOS,2,236,472,2,1.0,35,对照组,0
6184,Android,2,236,472,0,0.0,20,对照组,0
6185,Android,4,827,3308,2,0.5,58,对照组,0
6186,iOS,1,141,141,0,0.0,47,对照组,0
6187,iOS,3,240,720,0,0.0,12,对照组,1
6188,Android,1,265,265,0,0.0,66,对照组,0
6189,Android,3,175,525,2,0.666666667,39,对照组,0
6190,Android,1,347,347,0,0.0,37,对照组,0
6191,Android,1,81,81,0,0.0,89,对照组,0
6192,Android,2,145,290,1,0.5,77,对照组,0
6193,Android,1,188,188,0,0.0,18,对照组,1
6194,Android,2,140,280,1,0.5,46,对照组,0
6195,iOS,1,166,166,0,0.0,28,对照组,0
6196,Android,1,263,263,0,0.0,13,对照组,0
6197,Android,6,158,948,0,0.0,42,对照组,0
6198,iOS,1,93,93,0,0.0,43,对照组,1
6199,Android,2,149,298,2,1.0,25,对照组,0
6200,Android,5,127,635,3,0.6,80,对照组,0
6201,iOS,2,40,80,2,1.0,83,对照组,0
6202,Android,2,146,292,0,0.0,90,对照组,0
6203,iOS,3,151,453,1,0.333333333,84,对照组,1
6204,iOS,6,241,1446,5,0.833333333,37,对照组,0
6205,iOS,1,73,73,0,0.0,19,对照组,0
6206,iOS,2,87,174,0,0.0,38,对照组,0
6207,Android,1,162,162,0,0.0,2,对照组,0
6208,iOS,2,65,130,1,0.5,62,对照组,0
6209,iOS,3,140,420,2,0.666666667,56,对照组,0
6210,Android,1,54,54,0,0.0,69,对照组,0
6211,iOS,2,232,464,2,1.0,28,对照组,0
6212,iOS,1,68,68,0,0.0,28,对照组,1
6213,iOS,3,255,765,0,0.0,34,对照组,0
6214,iOS,6,191,1146,1,0.166666667,44,对照组,1
6215,Android,1,98,98,0,0.0,81,对照组,1
6216,iOS,2,133,266,1,0.5,64,对照组,0
6217,Android,4,173,692,3,0.75,8,对照组,0
6218,Android,6,126,756,2,0.333333333,25,对照组,0
6219,iOS,1,180,180,0,0.0,12,对照组,0
6220,iOS,2,96,192,2,1.0,87,对照组,0
6221,iOS,3,211,633,0,0.0,22,对照组,0
6222,iOS,3,124,372,0,0.0,21,对照组,0
6223,Android,1,149,149,0,0.0,16,对照组,0
6224,Android,4,122,488,1,0.25,5,对照组,0
6225,Android,8,169,1352,6,0.75,32,对照组,0
6226,iOS,3,132,396,2,0.666666667,27,对照组,0
6227,Android,1,119,119,0,0.0,74,对照组,0
6228,iOS,2,163,326,2,1.0,9,对照组,0
6229,iOS,9,145,1305,4,0.444444444,81,对照组,0
6230,iOS,5,344,1720,2,0.4,68,对照组,0
6231,iOS,4,153,612,0,0.0,87,对照组,0
6232,iOS,3,213,639,3,1.0,63,对照组,1
6233,Android,2,115,230,0,0.0,59,对照组,0
6234,Android,2,137,274,2,1.0,38,对照组,1
6235,iOS,3,94,282,1,0.333333333,90,对照组,0
6236,Android,4,104,416,2,0.5,30,对照组,0
6237,iOS,8,177,1416,5,0.625,68,对照组,0
6238,iOS,6,124,744,2,0.333333333,26,对照组,0
6239,iOS,1,87,87,0,0.0,76,对照组,0
6240,Android,3,159,477,2,0.666666667,74,对照组,0
6241,iOS,5,235,1175,2,0.4,59,对照组,0
6242,iOS,4,193,772,4,1.0,26,对照组,0
6243,Android,2,198,396,1,0.5,22,对照组,0
6244,Android,21,154,3234,11,0.523809524,27,对照组,0
6245,Android,1,194,194,0,0.0,11,对照组,0
6246,iOS,1,213,213,0,0.0,13,对照组,0
6247,iOS,3,112,336,0,0.0,12,对照组,0
6248,Android,12,71,852,3,0.25,21,对照组,1
6249,iOS,2,130,260,2,1.0,18,对照组,1
6250,Android,2,144,288,0,0.0,67,对照组,0
6251,Android,6,163,978,4,0.666666667,82,对照组,0
6252,iOS,3,40,120,0,0.0,87,对照组,0
6253,iOS,2,347,694,1,0.5,25,对照组,0
6254,Android,4,114,456,2,0.5,49,对照组,1
6255,Android,3,138,414,1,0.333333333,75,对照组,1
6256,Android,6,279,1674,2,0.333333333,62,对照组,0
6257,Android,7,92,644,7,1.0,59,对照组,0
6258,iOS,3,141,423,0,0.0,51,对照组,0
6259,Android,3,124,372,1,0.333333333,51,对照组,0
6260,Android,3,87,261,0,0.0,26,对照组,0
6261,Android,4,129,516,0,0.0,43,对照组,1
6262,iOS,3,283,849,2,0.666666667,17,对照组,0
6263,iOS,3,193,579,3,1.0,61,对照组,0
6264,Android,6,174,1044,4,0.666666667,46,对照组,0
6265,iOS,8,168,1344,5,0.625,76,对照组,1
6266,iOS,1,93,93,0,0.0,20,对照组,0
6267,iOS,3,95,285,0,0.0,29,对照组,0
6268,Android,2,53,106,0,0.0,89,对照组,0
6269,Android,2,171,342,0,0.0,35,对照组,1
6270,iOS,4,137,548,4,1.0,64,对照组,0
6271,Android,4,158,632,3,0.75,62,对照组,1
6272,Android,3,122,366,1,0.333333333,78,对照组,0
6273,iOS,1,320,320,0,0.0,84,对照组,1
6274,iOS,1,100,100,0,0.0,10,对照组,0
6275,Android,5,234,1170,4,0.8,77,对照组,0
6276,iOS,1,113,113,0,0.0,14,对照组,0
6277,Android,6,172,1032,0,0.0,4,对照组,0
6278,Android,4,208,832,0,0.0,90,对照组,0
6279,iOS,7,246,1722,2,0.285714286,22,对照组,1
6280,Android,2,164,328,1,0.5,64,对照组,0
6281,Android,1,208,208,0,0.0,77,对照组,0
6282,iOS,4,134,536,3,0.75,84,对照组,0
6283,iOS,7,147,1029,3,0.428571429,28,对照组,0
6284,iOS,5,156,780,3,0.6,36,对照组,1
6285,Android,2,78,156,1,0.5,51,对照组,0
6286,iOS,3,139,417,2,0.666666667,60,对照组,1
6287,iOS,2,123,246,2,1.0,31,对照组,1
6288,iOS,2,184,368,1,0.5,51,对照组,1
6289,iOS,5,134,670,3,0.6,45,对照组,1
6290,Android,1,51,51,0,0.0,39,对照组,0
6291,Android,1,144,144,0,0.0,61,对照组,0
6292,iOS,1,108,108,0,0.0,10,对照组,1
6293,Android,1,153,153,0,0.0,76,对照组,0
6294,iOS,3,165,495,2,0.666666667,85,对照组,1
6295,iOS,6,127,762,1,0.166666667,25,对照组,1
6296,Android,2,369,738,0,0.0,61,对照组,0
6297,Android,1,189,189,0,0.0,36,对照组,0
6298,iOS,5,194,970,2,0.4,20,对照组,1
6299,iOS,9,48,432,2,0.222222222,5,对照组,0
6300,Android,2,150,300,2,1.0,13,对照组,0
6301,iOS,2,165,330,2,1.0,88,对照组,0
6302,Android,4,125,500,3,0.75,66,对照组,0
6303,iOS,8,155,1240,5,0.625,87,对照组,0
6304,iOS,2,58,116,2,1.0,4,对照组,0
6305,Android,1,127,127,0,0.0,25,对照组,0
6306,Android,4,218,872,4,1.0,65,对照组,0
6307,Android,5,100,500,3,0.6,68,对照组,1
6308,Android,3,149,447,0,0.0,76,对照组,1
6309,Android,2,117,234,2,1.0,78,对照组,0
6310,Android,5,201,1005,0,0.0,53,对照组,0
6311,Android,4,161,644,0,0.0,10,对照组,0
6312,iOS,2,163,326,2,1.0,7,对照组,0
6313,iOS,3,68,204,0,0.0,28,对照组,0
6314,iOS,1,159,159,0,0.0,88,对照组,0
6315,Android,4,197,788,3,0.75,76,对照组,0
6316,Android,2,345,690,1,0.5,28,对照组,0
6317,Android,2,257,514,0,0.0,53,对照组,0
6318,iOS,3,164,492,2,0.666666667,61,对照组,0
6319,Android,3,140,420,1,0.333333333,38,对照组,1
6320,Android,5,232,1160,4,0.8,86,对照组,0
6321,iOS,4,195,780,3,0.75,32,对照组,1
6322,Android,2,98,196,2,1.0,72,对照组,1
6323,iOS,5,61,305,3,0.6,80,对照组,0
6324,iOS,4,130,520,2,0.5,85,对照组,0
6325,Android,2,88,176,0,0.0,33,对照组,0
6326,Android,2,99,198,1,0.5,88,对照组,1
6327,Android,2,81,162,1,0.5,24,对照组,1
6328,iOS,4,159,636,3,0.75,23,对照组,1
6329,iOS,2,127,254,1,0.5,62,对照组,1
6330,iOS,2,112,224,0,0.0,80,对照组,0
6331,Android,11,223,2453,3,0.272727273,11,对照组,0
6332,Android,5,133,665,0,0.0,28,对照组,0
6333,Android,2,171,342,2,1.0,68,对照组,0
6334,Android,4,125,500,0,0.0,16,对照组,0
6335,iOS,3,187,561,0,0.0,44,对照组,0
6336,iOS,4,136,544,1,0.25,50,对照组,0
6337,iOS,3,82,246,2,0.666666667,79,对照组,0
6338,iOS,6,190,1140,2,0.333333333,53,对照组,0
6339,Android,3,93,279,1,0.333333333,41,对照组,0
6340,Android,3,110,330,0,0.0,45,对照组,0
6341,Android,6,127,762,2,0.333333333,80,对照组,0
6342,iOS,3,139,417,0,0.0,30,对照组,0
6343,iOS,3,438,1314,0,0.0,35,对照组,0
6344,Android,3,138,414,2,0.666666667,40,对照组,0
6345,Android,3,220,660,3,1.0,79,对照组,0
6346,iOS,3,120,360,0,0.0,70,对照组,1
6347,Android,2,147,294,1,0.5,70,对照组,1
6348,iOS,2,115,230,2,1.0,4,对照组,1
6349,iOS,1,147,147,0,0.0,76,对照组,0
6350,iOS,1,137,137,0,0.0,15,对照组,0
6351,Android,1,206,206,0,0.0,38,对照组,0
6352,Android,2,125,250,2,1.0,26,对照组,0
6353,iOS,3,137,411,0,0.0,15,对照组,0
6354,Android,2,135,270,1,0.5,71,对照组,0
6355,iOS,1,228,228,0,0.0,54,对照组,0
6356,iOS,8,387,3096,8,1.0,87,对照组,0
6357,iOS,6,113,678,4,0.666666667,40,对照组,0
6358,iOS,4,252,1008,3,0.75,46,对照组,0
6359,Android,10,135,1350,10,1.0,3,对照组,0
6360,iOS,1,169,169,0,0.0,31,对照组,0
6361,iOS,10,103,1030,3,0.3,49,对照组,0
6362,Android,1,123,123,0,0.0,71,对照组,0
6363,iOS,3,125,375,2,0.666666667,83,对照组,0
6364,iOS,1,200,200,0,0.0,23,对照组,1
6365,Android,3,101,303,1,0.333333333,42,对照组,0
6366,Android,4,42,168,1,0.25,67,对照组,0
6367,Android,2,118,236,1,0.5,9,对照组,1
6368,iOS,4,225,900,2,0.5,25,对照组,1
6369,Android,3,127,381,2,0.666666667,3,对照组,0
6370,Android,2,69,138,0,0.0,47,对照组,0
6371,iOS,2,184,368,1,0.5,83,对照组,0
6372,iOS,5,181,905,2,0.4,88,对照组,0
6373,iOS,2,211,422,2,1.0,63,对照组,0
6374,iOS,5,119,595,3,0.6,90,对照组,0
6375,iOS,6,164,984,0,0.0,58,对照组,0
6376,Android,1,223,223,0,0.0,62,对照组,0
6377,Android,6,80,480,3,0.5,85,对照组,0
6378,Android,11,315,3465,9,0.818181818,70,对照组,0
6379,iOS,3,98,294,2,0.666666667,7,对照组,0
6380,iOS,4,223,892,2,0.5,21,对照组,0
6381,iOS,6,131,786,4,0.666666667,63,对照组,1
6382,Android,2,93,186,1,0.5,57,对照组,0
6383,Android,3,83,249,0,0.0,58,对照组,0
6384,iOS,1,207,207,0,0.0,87,对照组,0
6385,Android,3,115,345,1,0.333333333,51,对照组,1
6386,iOS,4,241,964,3,0.75,62,对照组,0
6387,Android,4,233,932,3,0.75,19,对照组,0
6388,Android,6,62,372,3,0.5,67,对照组,0
6389,Android,2,52,104,1,0.5,45,对照组,0
6390,iOS,2,94,188,0,0.0,52,对照组,0
6391,Android,10,96,960,5,0.5,9,对照组,0
6392,Android,2,268,536,0,0.0,80,对照组,1
6393,iOS,3,186,558,0,0.0,10,对照组,1
6394,Android,3,82,246,0,0.0,30,对照组,0
6395,iOS,2,169,338,2,1.0,80,对照组,0
6396,iOS,8,255,2040,0,0.0,64,对照组,0
6397,iOS,2,376,752,2,1.0,38,对照组,1
6398,iOS,1,119,119,0,0.0,63,对照组,0
6399,iOS,2,103,206,0,0.0,89,对照组,1
6400,Android,1,138,138,0,0.0,67,对照组,0
6401,iOS,2,251,502,0,0.0,83,对照组,0
6402,iOS,1,117,117,0,0.0,30,对照组,0
6403,iOS,4,171,684,2,0.5,11,对照组,1
6404,iOS,2,178,356,2,1.0,83,对照组,1
6405,Android,5,123,615,4,0.8,4,对照组,1
6406,iOS,7,127,889,0,0.0,72,对照组,0
6407,Android,5,108,540,5,1.0,76,对照组,0
6408,iOS,2,199,398,1,0.5,40,对照组,0
6409,Android,3,68,204,2,0.666666667,54,对照组,0
6410,iOS,1,139,139,0,0.0,74,对照组,0
6411,iOS,2,159,318,1,0.5,3,对照组,0
6412,Android,1,267,267,0,0.0,86,对照组,1
6413,iOS,4,145,580,4,1.0,90,对照组,0
6414,Android,16,122,1952,5,0.3125,64,对照组,0
6415,iOS,4,173,692,2,0.5,57,对照组,0
6416,Android,1,392,392,0,0.0,89,对照组,0
6417,iOS,2,208,416,2,1.0,18,对照组,0
6418,iOS,3,109,327,2,0.666666667,65,对照组,1
6419,Android,3,65,195,1,0.333333333,21,对照组,0
6420,iOS,2,81,162,1,0.5,26,对照组,1
6421,iOS,3,362,1086,1,0.333333333,28,对照组,0
6422,iOS,1,154,154,0,0.0,25,对照组,0
6423,iOS,1,82,82,0,0.0,14,对照组,0
6424,iOS,4,175,700,2,0.5,51,对照组,0
6425,iOS,1,96,96,0,0.0,49,对照组,0
6426,Android,4,292,1168,0,0.0,5,对照组,0
6427,Android,1,86,86,0,0.0,19,对照组,0
6428,Android,9,281,2529,7,0.777777778,36,对照组,1
6429,iOS,2,152,304,1,0.5,67,对照组,0
6430,Android,2,243,486,0,0.0,26,对照组,0
6431,iOS,3,332,996,1,0.333333333,37,对照组,0
6432,iOS,2,144,288,1,0.5,24,对照组,1
6433,iOS,3,138,414,0,0.0,45,对照组,0
6434,iOS,4,130,520,0,0.0,66,对照组,0
6435,Android,5,173,865,2,0.4,8,对照组,0
6436,iOS,5,45,225,2,0.4,61,对照组,1
6437,Android,2,296,592,1,0.5,73,对照组,0
6438,iOS,2,131,262,2,1.0,14,对照组,0
6439,Android,14,78,1092,2,0.142857143,14,对照组,0
6440,Android,5,96,480,2,0.4,30,对照组,0
6441,Android,1,88,88,0,0.0,10,对照组,0
6442,Android,3,196,588,2,0.666666667,5,对照组,0
6443,Android,2,118,236,1,0.5,88,对照组,0
6444,Android,2,150,300,1,0.5,56,对照组,0
6445,iOS,1,167,167,0,0.0,69,对照组,0
6446,Android,2,112,224,2,1.0,17,对照组,0
6447,iOS,10,207,2070,10,1.0,79,对照组,0
6448,Android,4,149,596,3,0.75,67,对照组,0
6449,iOS,1,125,125,0,0.0,15,对照组,0
6450,Android,6,59,354,4,0.666666667,73,对照组,0
6451,Android,6,140,840,6,1.0,44,对照组,0
6452,iOS,2,165,330,0,0.0,76,对照组,0
6453,Android,4,116,464,3,0.75,48,对照组,0
6454,Android,1,242,242,0,0.0,30,对照组,0
6455,Android,2,408,816,1,0.5,15,对照组,0
6456,iOS,8,219,1752,7,0.875,64,对照组,0
6457,Android,2,244,488,0,0.0,71,对照组,0
6458,iOS,1,202,202,0,0.0,77,对照组,0
6459,Android,3,143,429,1,0.333333333,36,对照组,0
6460,Android,3,153,459,0,0.0,62,对照组,0
6461,iOS,6,372,2232,0,0.0,51,对照组,0
6462,Android,3,100,300,0,0.0,62,对照组,0
6463,Android,2,69,138,2,1.0,41,对照组,0
6464,iOS,6,64,384,3,0.5,14,对照组,0
6465,Android,3,178,534,1,0.333333333,33,对照组,0
6466,iOS,2,95,190,1,0.5,81,对照组,0
6467,iOS,6,264,1584,4,0.666666667,76,对照组,1
6468,iOS,3,180,540,2,0.666666667,52,对照组,0
6469,Android,3,225,675,1,0.333333333,43,对照组,1
6470,iOS,3,130,390,2,0.666666667,61,对照组,1
6471,iOS,1,125,125,0,0.0,5,对照组,0
6472,Android,2,91,182,2,1.0,58,对照组,0
6473,iOS,3,68,204,3,1.0,61,对照组,1
6474,Android,2,125,250,1,0.5,18,对照组,0
6475,Android,7,184,1288,3,0.428571429,55,对照组,0
6476,Android,3,219,657,1,0.333333333,15,对照组,0
6477,Android,5,121,605,5,1.0,17,对照组,0
6478,iOS,3,136,408,1,0.333333333,43,对照组,0
6479,iOS,6,118,708,5,0.833333333,7,对照组,1
6480,iOS,4,160,640,2,0.5,43,对照组,0
6481,iOS,3,220,660,0,0.0,81,对照组,0
6482,iOS,3,55,165,0,0.0,67,对照组,0
6483,Android,1,171,171,0,0.0,82,对照组,0
6484,iOS,4,453,1812,2,0.5,77,对照组,0
6485,iOS,3,218,654,0,0.0,90,对照组,1
6486,iOS,2,132,264,0,0.0,11,对照组,0
6487,Android,6,148,888,2,0.333333333,88,对照组,1
6488,Android,1,96,96,0,0.0,25,对照组,1
6489,iOS,2,107,214,1,0.5,6,对照组,0
6490,Android,6,161,966,2,0.333333333,39,对照组,0
6491,iOS,3,144,432,3,1.0,63,对照组,0
6492,iOS,3,74,222,1,0.333333333,31,对照组,1
6493,Android,3,116,348,2,0.666666667,47,对照组,0
6494,Android,3,142,426,2,0.666666667,76,对照组,1
6495,iOS,1,75,75,0,0.0,7,对照组,0
6496,iOS,2,98,196,1,0.5,2,对照组,0
6497,Android,8,136,1088,2,0.25,82,对照组,0
6498,iOS,2,89,178,2,1.0,89,对照组,0
6499,Android,2,174,348,2,1.0,41,对照组,0
6500,iOS,2,299,598,0,0.0,20,对照组,1
6501,Android,3,143,429,2,0.666666667,23,对照组,0
6502,iOS,2,107,214,1,0.5,61,对照组,0
6503,iOS,4,118,472,2,0.5,32,对照组,0
6504,Android,3,131,393,2,0.666666667,62,对照组,0
6505,iOS,5,93,465,1,0.2,77,对照组,0
6506,iOS,1,58,58,0,0.0,75,对照组,0
6507,Android,2,182,364,2,1.0,63,对照组,0
6508,iOS,2,166,332,2,1.0,41,对照组,0
6509,iOS,4,190,760,2,0.5,4,对照组,0
6510,iOS,2,162,324,1,0.5,46,对照组,0
6511,Android,5,140,700,4,0.8,44,对照组,0
6512,Android,6,121,726,0,0.0,59,对照组,0
6513,Android,1,194,194,0,0.0,19,对照组,0
6514,iOS,2,313,626,1,0.5,87,对照组,0
6515,iOS,2,117,234,1,0.5,65,对照组,1
6516,iOS,17,138,2346,8,0.470588235,28,对照组,1
6517,iOS,2,82,164,1,0.5,79,对照组,1
6518,Android,9,120,1080,2,0.222222222,8,对照组,0
6519,iOS,1,153,153,0,0.0,54,对照组,0
6520,iOS,1,46,46,0,0.0,39,对照组,0
6521,iOS,2,208,416,0,0.0,42,对照组,0
6522,Android,2,223,446,2,1.0,83,对照组,1
6523,iOS,2,100,200,2,1.0,76,对照组,1
6524,iOS,2,123,246,0,0.0,85,对照组,0
6525,iOS,2,107,214,1,0.5,70,对照组,0
6526,iOS,6,131,786,3,0.5,9,对照组,0
6527,iOS,6,151,906,2,0.333333333,67,对照组,0
6528,Android,5,154,770,3,0.6,85,对照组,0
6529,iOS,4,246,984,0,0.0,71,对照组,1
6530,iOS,3,144,432,1,0.333333333,63,对照组,0
6531,iOS,2,90,180,0,0.0,36,对照组,1
6532,iOS,1,106,106,0,0.0,80,对照组,0
6533,iOS,4,180,720,0,0.0,54,对照组,0
6534,iOS,1,143,143,0,0.0,43,对照组,0
6535,iOS,1,189,189,0,0.0,13,对照组,0
6536,iOS,6,159,954,3,0.5,43,对照组,0
6537,iOS,10,120,1200,4,0.4,59,对照组,0
6538,iOS,4,74,296,2,0.5,46,对照组,0
6539,Android,6,74,444,0,0.0,59,对照组,0
6540,Android,2,121,242,0,0.0,9,对照组,0
6541,Android,1,98,98,0,0.0,20,对照组,1
6542,Android,4,186,744,3,0.75,48,对照组,1
6543,iOS,4,214,856,2,0.5,13,对照组,1
6544,Android,3,161,483,0,0.0,83,对照组,0
6545,Android,2,135,270,2,1.0,46,对照组,1
6546,iOS,5,94,470,1,0.2,42,对照组,0
6547,Android,1,139,139,0,0.0,29,对照组,0
6548,Android,2,152,304,1,0.5,37,对照组,1
6549,iOS,1,165,165,0,0.0,25,对照组,1
6550,iOS,3,230,690,2,0.666666667,33,对照组,0
6551,iOS,1,56,56,0,0.0,64,对照组,1
6552,Android,2,164,328,2,1.0,65,对照组,0
6553,Android,2,285,570,2,1.0,47,对照组,1
6554,iOS,2,109,218,2,1.0,38,对照组,0
6555,iOS,1,241,241,0,0.0,84,对照组,1
6556,Android,3,142,426,2,0.666666667,16,对照组,0
6557,iOS,7,169,1183,5,0.714285714,28,对照组,0
6558,Android,3,66,198,1,0.333333333,62,对照组,0
6559,iOS,8,129,1032,3,0.375,42,对照组,0
6560,iOS,7,234,1638,0,0.0,78,对照组,0
6561,Android,5,202,1010,1,0.2,7,对照组,1
6562,iOS,3,155,465,1,0.333333333,85,对照组,0
6563,iOS,3,99,297,2,0.666666667,11,对照组,0
6564,iOS,5,162,810,3,0.6,18,对照组,0
6565,Android,2,280,560,0,0.0,18,对照组,0
6566,iOS,1,339,339,0,0.0,8,对照组,0
6567,iOS,4,117,468,1,0.25,58,对照组,0
6568,iOS,1,104,104,0,0.0,14,对照组,0
6569,iOS,1,237,237,0,0.0,89,对照组,0
6570,iOS,3,167,501,1,0.333333333,77,对照组,1
6571,iOS,3,213,639,0,0.0,53,对照组,0
6572,Android,1,121,121,0,0.0,63,对照组,1
6573,Android,3,113,339,2,0.666666667,15,对照组,0
6574,iOS,5,160,800,2,0.4,74,对照组,0
6575,Android,1,209,209,0,0.0,43,对照组,0
6576,Android,7,114,798,5,0.714285714,42,对照组,0
6577,iOS,1,67,67,0,0.0,52,对照组,1
6578,Android,12,91,1092,6,0.5,62,对照组,0
6579,Android,2,98,196,2,1.0,90,对照组,1
6580,Android,3,127,381,2,0.666666667,4,对照组,0
6581,Android,1,183,183,0,0.0,62,对照组,0
6582,Android,3,91,273,0,0.0,39,对照组,0
6583,Android,3,326,978,1,0.333333333,87,对照组,0
6584,Android,3,103,309,2,0.666666667,63,对照组,0
6585,Android,2,394,788,2,1.0,89,对照组,0
6586,iOS,1,265,265,0,0.0,34,对照组,0
6587,iOS,6,176,1056,3,0.5,64,对照组,0
6588,Android,3,45,135,3,1.0,63,对照组,0
6589,Android,8,136,1088,5,0.625,10,对照组,0
6590,iOS,2,140,280,1,0.5,65,对照组,1
6591,Android,2,121,242,2,1.0,17,对照组,1
6592,Android,5,195,975,4,0.8,69,对照组,0
6593,iOS,1,134,134,0,0.0,74,对照组,1
6594,iOS,1,91,91,0,0.0,25,对照组,0
6595,iOS,6,149,894,1,0.166666667,16,对照组,0
6596,Android,1,103,103,0,0.0,45,对照组,0
6597,Android,1,361,361,0,0.0,81,对照组,0
6598,iOS,10,114,1140,9,0.9,1,对照组,0
6599,iOS,1,174,174,0,0.0,25,对照组,0
6600,Android,3,192,576,1,0.333333333,18,对照组,0
6601,iOS,3,165,495,0,0.0,19,对照组,0
6602,Android,1,162,162,0,0.0,52,对照组,0
6603,Android,2,184,368,2,1.0,4,对照组,0
6604,iOS,4,167,668,4,1.0,45,对照组,0
6605,iOS,3,114,342,3,1.0,82,对照组,0
6606,Android,5,116,580,1,0.2,26,对照组,0
6607,iOS,2,110,220,1,0.5,12,对照组,0
6608,iOS,4,111,444,3,0.75,37,对照组,0
6609,iOS,2,111,222,2,1.0,90,对照组,0
6610,iOS,1,150,150,0,0.0,85,对照组,0
6611,Android,1,126,126,0,0.0,27,对照组,0
6612,Android,1,193,193,0,0.0,24,对照组,1
6613,Android,6,161,966,0,0.0,9,对照组,1
6614,Android,1,165,165,0,0.0,28,对照组,0
6615,iOS,3,106,318,2,0.666666667,61,对照组,1
6616,iOS,2,184,368,1,0.5,17,对照组,0
6617,Android,3,145,435,0,0.0,57,对照组,1
6618,Android,7,170,1190,1,0.142857143,14,对照组,0
6619,iOS,2,178,356,2,1.0,45,对照组,1
6620,Android,4,153,612,3,0.75,80,对照组,1
6621,Android,3,156,468,1,0.333333333,43,对照组,0
6622,iOS,2,149,298,2,1.0,22,对照组,0
6623,Android,14,352,4928,0,0.0,85,对照组,1
6624,iOS,1,156,156,0,0.0,76,对照组,0
6625,iOS,7,202,1414,3,0.428571429,5,对照组,0
6626,Android,4,104,416,2,0.5,6,对照组,1
6627,iOS,2,65,130,1,0.5,25,对照组,1
6628,Android,9,127,1143,3,0.333333333,59,对照组,1
6629,iOS,1,225,225,0,0.0,55,对照组,0
6630,Android,2,120,240,2,1.0,16,对照组,0
6631,Android,1,66,66,0,0.0,40,对照组,0
6632,Android,4,183,732,0,0.0,89,对照组,0
6633,iOS,1,74,74,0,0.0,71,对照组,0
6634,iOS,4,133,532,2,0.5,37,对照组,0
6635,Android,2,316,632,1,0.5,65,对照组,0
6636,iOS,2,213,426,1,0.5,17,对照组,0
6637,Android,4,260,1040,2,0.5,67,对照组,0
6638,Android,2,134,268,2,1.0,22,对照组,0
6639,iOS,1,102,102,0,0.0,15,对照组,0
6640,Android,19,137,2603,14,0.736842105,70,对照组,0
6641,iOS,2,73,146,1,0.5,16,对照组,0
6642,Android,1,92,92,0,0.0,88,对照组,0
6643,iOS,2,82,164,1,0.5,32,对照组,0
6644,Android,1,237,237,0,0.0,72,对照组,0
6645,Android,5,94,470,0,0.0,64,对照组,0
6646,iOS,3,232,696,2,0.666666667,65,对照组,0
6647,Android,4,274,1096,1,0.25,48,对照组,0
6648,Android,2,202,404,2,1.0,25,对照组,0
6649,iOS,2,120,240,2,1.0,80,对照组,0
6650,Android,2,46,92,0,0.0,49,对照组,1
6651,iOS,3,95,285,3,1.0,25,对照组,1
6652,Android,5,223,1115,1,0.2,89,对照组,0
6653,iOS,3,141,423,0,0.0,58,对照组,0
6654,Android,4,82,328,2,0.5,9,对照组,1
6655,Android,4,241,964,3,0.75,61,对照组,0
6656,Android,5,265,1325,3,0.6,67,对照组,0
6657,iOS,3,130,390,2,0.666666667,8,对照组,0
6658,iOS,3,133,399,1,0.333333333,18,对照组,0
6659,iOS,6,82,492,5,0.833333333,8,对照组,0
6660,iOS,2,140,280,1,0.5,18,对照组,0
6661,Android,1,190,190,0,0.0,13,对照组,0
6662,Android,1,152,152,0,0.0,84,对照组,0
6663,iOS,3,116,348,0,0.0,83,对照组,0
6664,iOS,1,160,160,0,0.0,11,对照组,1
6665,iOS,4,163,652,1,0.25,62,对照组,0
6666,Android,3,109,327,1,0.333333333,3,对照组,0
6667,iOS,6,190,1140,3,0.5,74,对照组,0
6668,iOS,2,117,234,2,1.0,4,对照组,1
6669,Android,2,183,366,1,0.5,59,对照组,0
6670,Android,6,130,780,2,0.333333333,58,对照组,0
6671,iOS,7,123,861,2,0.285714286,29,对照组,0
6672,Android,2,140,280,2,1.0,39,对照组,0
6673,iOS,3,164,492,2,0.666666667,65,对照组,0
6674,Android,3,142,426,2,0.666666667,11,对照组,1
6675,iOS,4,157,628,0,0.0,86,对照组,1
6676,iOS,2,182,364,2,1.0,4,对照组,1
6677,iOS,7,81,567,6,0.857142857,23,对照组,0
6678,iOS,1,231,231,0,0.0,32,对照组,0
6679,Android,2,113,226,2,1.0,5,对照组,1
6680,Android,4,377,1508,3,0.75,52,对照组,0
6681,Android,4,133,532,2,0.5,87,对照组,0
